Audit_Date,Banner,Banner_ID,CTA_Audit_Date_LV,CTA_Audited,CTA_Audited_LV,CTA_Compliance,CTA_Compliance_LV,CTA_Count,CTA_Count_LV,CTA_Hurdle_Rate_Percentage,CTA_Hurdle_Rate_Percentage_LV,CTA_Percentage,CTA_Percentage_LV,Cabinet_Care_Audit_Date_LV,Cabinet_Care_Audited,Cabinet_Care_Audited_LV,Cabinet_Care_Compliance,Cabinet_Care_Compliance_LV,Cabinet_Care_Count,Cabinet_Care_Count_LV,Cabinet_Care_Hurdle_Rate_Percentage,Cabinet_Care_Hurdle_Rate_Percentage_LV,Cabinet_Care_Percentage,Cabinet_Care_Percentage_LV,Cabinet_Fill_Audit_Date_LV,Cabinet_Fill_Audited,Cabinet_Fill_Audited_LV,Cabinet_Fill_Compliance,Cabinet_Fill_Compliance_LV,Cabinet_Fill_Count,Cabinet_Fill_Count_LV,Cabinet_Fill_Hurdle_Rate_Percentage,Cabinet_Fill_Hurdle_Rate_Percentage_LV,Cabinet_Fill_Percentage,Cabinet_Fill_Percentage_LV,Cabinet_Type_Audit_Date_LV,Cabinet_Type_Audited,Cabinet_Type_Audited_LV,Cabinet_Type_Compliance,Cabinet_Type_Compliance_LV,Cabinet_Type_Count,Cabinet_Type_Count_LV,Cabinet_Type_Hurdle_Rate_Percentage,Cabinet_Type_Hurdle_Rate_Percentage_LV,Cabinet_Type_Percentage,Cabinet_Type_Percentage_LV,Category_ID,Channel,City,City_ID,Commune,Country,Customer,Customer_ID,Division_ID,Field_Execution_Manager,Field_Execution_Manager_ID,Field_Sales_Manager,Field_Sales_Manager_ID,Key_Customer_Type,Local_Channel,Local_Channel_ID,Local_Product_Category,Local_Product_Market,Local_Subchannel,Local_Subchannel_ID,Location,Location_Audit_Date_LV,Location_Audited,Location_Audited_LV,Location_Compliance,Location_Compliance_LV,Location_Count,Location_Count_LV,Location_Hurdle_Rate_Percentage,Location_Hurdle_Rate_Percentage_LV,Location_Percentage,Location_Percentage_LV,Market_ID,NPD_Audit_Date_LV,NPD_Audited,NPD_Audited_LV,NPD_Count,NPD_Count_LV,NPD_Hurdle_Rate_Percentage,NPD_Hurdle_Rate_Percentage_LV,NPD_Percentage,NPD_Percentage_LV,OSA_Audit_Date_LV,OSA_Audited,OSA_Audited_LV,OSA_Count,OSA_Count_LV,OSA_Hurdle_Rate_Percentage,OSA_Hurdle_Rate_Percentage_LV,OSA_Percentage,OSA_Percentage_LV,Outlet_Classification,Outlet_ID,Outlet_Name,POS_Kits_Audit_Date_LV,POS_Kits_Audited,POS_Kits_Audited_LV,POS_Kits_Compliance,POS_Kits_Compliance_LV,POS_Kits_Count,POS_Kits_Count_LV,POS_Kits_Hurdle_Rate_Percentage,POS_Kits_Hurdle_Rate_Percentage_LV,POS_Kits_Percentage,POS_Kits_Percentage_LV,PSP_Audit_Date_LV,PSP_Audited,PSP_Audited_LV,PSP_Compliance,PSP_Compliance_LV,PSP_Count,PSP_Count_LV,PSP_Hurdle_Rate_Percentage,PSP_Hurdle_Rate_Percentage_LV,PSP_Percentage,PSP_Percentage_LV,PS_Category,PS_Compliance,PS_Compliance_Audit_Date_LV,PS_Compliance_LV,PS_Compliance_Target,PS_Standard,Pack_Audit_Date_LV,Pack_Compliance,Pack_Compliance_LV,Place_Audit_Date_LV,Place_Compliance,Place_Compliance_LV,Planogram_Audit_Date_LV,Planogram_Audited,Planogram_Audited_LV,Planogram_Compliance,Planogram_Compliance_LV,Planogram_Count,Planogram_Count_LV,Planogram_Hurdle_Rate_Percentage,Planogram_Hurdle_Rate_Percentage_LV,Planogram_Percentage,Planogram_Percentage_LV,Price_Audit_Date_LV,Price_Compliance,Price_Compliance_LV,Price_Visibility_Audit_Date_LV,Price_Visibility_Audited,Price_Visibility_Audited_LV,Price_Visibility_Compliance,Price_Visibility_Compliance_LV,Price_Visibility_Count,Price_Visibility_Count_LV,Price_Visibility_Hurdle_Rate_Percentage,Price_Visibility_Hurdle_Rate_Percentage_LV,Price_Visibility_Percentage,Price_Visibility_Percentage_LV,Priority_Promo_Audit_Date_LV,Priority_Promo_Audited,Priority_Promo_Audited_LV,Priority_Promo_Compliance,Priority_Promo_Compliance_LV,Priority_Promo_Count,Priority_Promo_Count_LV,Priority_Promo_Hurdle_Rate_Percentage,Priority_Promo_Hurdle_Rate_Percentage_LV,Priority_Promo_Percentage,Priority_Promo_Percentage_LV,Product_Category,Product_Compliance,Product_Compliance_Audit_Date_LV,Product_Compliance_LV,Product_Division,Product_Market,Promo_Audit_Date_LV,Promo_Compliance,Promo_Compliance_LV,Proposition_Audit_Date_LV,Propostion_Compliance,Propostion_Compliance_LV,Province,Record_Id,Region,Rural_Urban,SOF_Audit_Date_LV,SOF_Audited,SOF_Audited_LV,SOF_Compliance,SOF_Compliance_LV,SOF_Count,SOF_Count_LV,SOF_Hurdle_Rate_Percentage,SOF_Hurdle_Rate_Percentage_LV,SOF_Percentage,SOF_Percentage_LV,SOS_Audit_Date_LV,SOS_Audited,SOS_Audited_LV,SOS_Compliance,SOS_Compliance_LV,SOS_Count,SOS_Count_LV,SOS_Hurdle_Rate_Percentage,SOS_Hurdle_Rate_Percentage_LV,SOS_Percentage,SOS_Percentage_LV,Sales_Org,Sales_Region,Sales_Route,Sales_Territory,Sales_area,Secondary_Placement_Audit_Date_LV,Secondary_Placement_Audited,Secondary_Placement_Audited_LV,Secondary_Placement_Compliance,Secondary_Placement_Compliance_LV,Secondary_Placement_Count,Secondary_Placement_Count_LV,Secondary_Placement_Hurdle_Rate_Percentage,Secondary_Placement_Hurdle_Rate_Percentage_LV,Secondary_Placement_Percentage,Secondary_Placement_Percentage_LV,Share_of_Cabinet_Audit_Date_LV,Share_of_Cabinet_Audited,Share_of_Cabinet_Audited_LV,Share_of_Cabinet_Compliance,Share_of_Cabinet_Compliance_LV,Share_of_Cabinet_Count,Share_of_Cabinet_Count_LV,Share_of_Cabinet_Hurdle_Rate_Percentage,Share_of_Cabinet_Hurdle_Rate_Percentage_LV,Share_of_Cabinet_Percentage,Share_of_Cabinet_Percentage_LV,Store_Operations_Manager,Store_Operations_Manager_ID,Strategic_Price_Audit_Date_LV,Strategic_Price_Audited,Strategic_Price_Audited_LV,Strategic_Price_Compliance,Strategic_Price_Compliance_LV,Strategic_Price_Count,Strategic_Price_Count_LV,Strategic_Price_Hurdle_Rate_Percentage,Strategic_Price_Hurdle_Rate_Percentage_LV,Strategic_Price_Percentage,Strategic_Price_Percentage_LV,Subchannel,Top_Customer,Trade_Format
2016-07-06,Banner 1,1,2016-07-06,1,1,1,1,1,38,0.272,0.272,0.272,0.272,2016-07-06,1,1,1,1,1,2,0.272,0.272,0.272,0.272,2016-07-06,1,1,1,1,1,17,0.272,0.272,0.272,0.272,2016-07-06,1,1,1,1,1,23,0.272,0.272,0.272,0.272,57,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 4,4,Manager 4,4,Others,Channel 1,1,Route 1,Market 4,Local Subchannel 3,1,Market,2016-07-06,1,1,1,1,1,13,0.272,0.272,0.272,0.272,57,2016-07-06,1,1,1,1,0.476,0.272,0.476,0.272,2016-07-06,1,1,27,1,0.376,0.272,0.376,0.272,MIX,36,Outlet 36,2016-07-06,1,1,1,1,1,29,0.272,0.272,0.272,0.272,2016-07-06,1,1,1,1,1,15,0.272,0.272,0.272,0.272,IC,1,2016-07-06,1,0.933,6P,2016-07-06,1,1,2016-07-06,1,1,2016-07-06,1,1,1,1,1,23,0.272,0.272,0.272,0.272,2016-07-06,0,1,2016-07-06,5,1,1,1,69,1,0.272,0.272,0.272,0.272,2016-07-06,5,1,1,1,5,29,0.272,0.272,0.272,0.272,Ice Cream,1,2016-07-06,1,Ice Cream,Market 4,2016-07-06,1,1,2016-07-06,1,1,Province 1,IC2016-07-0636,North,Urban,2016-07-06,5,1,1,1,5,48,0.272,0.272,0.272,0.272,2016-07-06,5,1,1,1,5,5,0.272,0.272,0.272,0.272,IC,Reg 1,Route 1,Territory 1,Area 1,2016-07-06,1,1,1,1,1,3,0.272,0.272,0.272,0.272,2016-07-06,1,1,1,1,1,23,0.272,0.272,0.272,0.272,Manager 5,5,2016-07-06,4,1,4,1,5,1,0.517,0.272,0.517,0.272,Hypermarket,YES,MT
2016-06-06,Banner 1,1,2016-06-06,1,1,1,1,1,11,0.786,0.786,0.786,0.786,2016-06-06,1,1,1,1,1,29,0.786,0.786,0.786,0.786,2016-06-06,1,1,1,1,1,38,0.786,0.786,0.786,0.786,2016-06-06,1,1,1,1,1,10,0.786,0.786,0.786,0.786,17,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 5,5,Manager 5,5,Regional,Channel 1,1,Route 1,Market 4,Local Subchannel 42,1,Market,2016-06-06,1,1,1,1,1,28,0.786,0.786,0.786,0.786,17,2016-06-06,1,1,1,1,0.933,0.786,0.933,0.786,2016-06-06,1,1,31,1,0.055,0.786,0.055,0.786,MIX,37,Outlet 37,2016-06-06,1,1,1,1,1,7,0.786,0.786,0.786,0.786,2016-06-06,1,1,1,1,1,4,0.786,0.786,0.786,0.786,HPC&F,1,2016-06-06,1,0.693,6P,2016-06-06,0,1,2016-06-06,1,1,2016-06-06,1,1,1,1,1,17,0.786,0.786,0.786,0.786,2016-06-06,1,1,2016-06-06,6,1,1,1,27,1,0.786,0.786,0.786,0.786,2016-06-06,6,1,1,1,6,24,0.786,0.786,0.786,0.786,Ice Cream,1,2016-06-06,1,Ice Cream,Market 4,2016-06-06,1,1,2016-06-06,1,1,Province 1,HPC&F2016-06-0637,North,Urban,2016-06-06,6,1,1,1,6,9,0.786,0.786,0.786,0.786,2016-06-06,6,1,1,1,6,13,0.786,0.786,0.786,0.786,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-06-06,1,1,1,1,1,14,0.786,0.786,0.786,0.786,2016-06-06,1,1,1,1,1,49,0.786,0.786,0.786,0.786,Manager 6,6,2016-06-06,5,1,5,1,6,1,0.986,0.786,0.986,0.786,Hypermarket,YES,MT
2016-05-06,Banner 1,1,2016-05-06,1,1,1,1,1,26,0.68,0.68,0.68,0.68,2016-05-06,1,1,1,1,1,30,0.68,0.68,0.68,0.68,2016-05-06,1,1,1,1,1,33,0.68,0.68,0.68,0.68,2016-05-06,1,1,1,1,1,20,0.68,0.68,0.68,0.68,42,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 5,5,Manager 5,5,Global,Channel 1,1,Route 1,Market 4,Local Subchannel 55,1,Street,2016-05-06,1,1,1,1,1,14,0.68,0.68,0.68,0.68,42,2016-05-06,0,1,0,1,0.327,0.68,0.327,0.68,2016-05-06,1,1,46,1,0.421,0.68,0.421,0.68,MIX,38,Outlet 38,2016-05-06,1,1,1,1,1,1,0.68,0.68,0.68,0.68,2016-05-06,1,1,1,1,1,2,0.68,0.68,0.68,0.68,HPC&F,1,2016-05-06,1,0,6P,2016-05-06,0,1,2016-05-06,1,1,2016-05-06,1,1,1,1,1,33,0.68,0.68,0.68,0.68,2016-05-06,1,1,2016-05-06,7,1,1,1,40,1,0.68,0.68,0.68,0.68,2016-05-06,7,1,1,1,7,5,0.68,0.68,0.68,0.68,Skin Care,1,2016-05-06,1,Skin Care,Market 4,2016-05-06,1,1,2016-05-06,1,1,Province 1,HPC&F2016-05-0638,North,Urban,2016-05-06,7,1,1,1,7,48,0.68,0.68,0.68,0.68,2016-05-06,7,1,1,1,7,31,0.68,0.68,0.68,0.68,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-05-06,1,1,1,1,1,45,0.68,0.68,0.68,0.68,2016-05-06,1,1,1,1,1,1,0.68,0.68,0.68,0.68,Manager 7,7,2016-05-06,5,1,5,1,7,1,0.011,0.68,0.011,0.68,Hypermarket,YES,MT
2016-04-06,Banner 1,1,2016-04-06,1,1,1,1,1,3,0.605,0.605,0.605,0.605,2016-04-06,1,1,1,1,1,7,0.605,0.605,0.605,0.605,2016-04-06,1,1,1,1,1,47,0.605,0.605,0.605,0.605,2016-04-06,1,1,1,1,1,17,0.605,0.605,0.605,0.605,58,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 5,5,Manager 5,5,Local,Channel 1,1,Route 1,Market 4,Local Subchannel 53,1,Street,2016-04-06,1,1,1,1,1,1,0.605,0.605,0.605,0.605,58,2016-04-06,0,1,0,1,0.213,0.605,0.213,0.605,2016-04-06,1,1,4,1,0.39,0.605,0.39,0.605,MIX,39,Outlet 39,2016-04-06,1,1,1,1,1,43,0.605,0.605,0.605,0.605,2016-04-06,1,1,1,1,1,11,0.605,0.605,0.605,0.605,IC,1,2016-04-06,1,0,6P,2016-04-06,1,1,2016-04-06,1,1,2016-04-06,1,1,1,1,1,9,0.605,0.605,0.605,0.605,2016-04-06,1,1,2016-04-06,8,1,1,1,20,1,0.605,0.605,0.605,0.605,2016-04-06,8,1,1,1,8,5,0.605,0.605,0.605,0.605,Hair,1,2016-04-06,1,Hair,Market 4,2016-04-06,1,1,2016-04-06,1,1,Province 1,IC2016-04-0639,North,Urban,2016-04-06,8,1,1,1,8,18,0.605,0.605,0.605,0.605,2016-04-06,8,1,1,1,8,10,0.605,0.605,0.605,0.605,IC,Reg 1,Route 1,Territory 1,Area 1,2016-04-06,1,1,1,1,1,49,0.605,0.605,0.605,0.605,2016-04-06,1,1,1,1,1,16,0.605,0.605,0.605,0.605,Manager 8,8,2016-04-06,5,1,5,1,8,1,0.142,0.605,0.142,0.605,Hypermarket,YES,MT
2016-03-06,Banner 1,1,2016-03-06,1,1,1,1,1,32,0.622,0.622,0.622,0.622,2016-03-06,1,1,1,1,1,4,0.622,0.622,0.622,0.622,2016-03-06,1,1,1,1,1,18,0.622,0.622,0.622,0.622,2016-03-06,1,1,1,1,1,36,0.622,0.622,0.622,0.622,28,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 6,6,Manager 6,6,Others,Channel 1,1,Route 1,Market 4,Local Subchannel 25,1,Street,2016-03-06,1,1,1,1,1,13,0.622,0.622,0.622,0.622,28,2016-03-06,1,1,1,1,0.269,0.622,0.269,0.622,2016-03-06,1,1,6,1,0.082,0.622,0.082,0.622,MIX,40,Outlet 40,2016-03-06,1,1,1,1,1,26,0.622,0.622,0.622,0.622,2016-03-06,1,1,1,1,1,15,0.622,0.622,0.622,0.622,HPC&F,1,2016-03-06,1,0.617,6P,2016-03-06,1,1,2016-03-06,1,1,2016-03-06,1,1,1,1,1,28,0.622,0.622,0.622,0.622,2016-03-06,0,1,2016-03-06,9,1,1,1,53,1,0.622,0.622,0.622,0.622,2016-03-06,9,1,1,1,9,2,0.622,0.622,0.622,0.622,Ice Cream,1,2016-03-06,1,Ice Cream,Market 4,2016-03-06,0,1,2016-03-06,1,1,Province 1,HPC&F2016-03-0640,North,Urban,2016-03-06,9,1,1,1,9,5,0.622,0.622,0.622,0.622,2016-03-06,9,1,1,1,9,33,0.622,0.622,0.622,0.622,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-03-06,1,1,1,1,1,38,0.622,0.622,0.622,0.622,2016-03-06,1,1,1,1,1,48,0.622,0.622,0.622,0.622,Manager 9,9,2016-03-06,6,1,6,1,9,1,0.309,0.622,0.309,0.622,Hypermarket,YES,MT
2016-12-06,Banner 1,1,2016-12-06,1,1,1,1,1,50,0.121,0.121,0.121,0.121,2016-12-06,1,1,1,1,1,26,0.121,0.121,0.121,0.121,2016-12-06,1,1,1,1,1,9,0.121,0.121,0.121,0.121,2016-12-06,1,1,1,1,1,28,0.121,0.121,0.121,0.121,10,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 6,6,Manager 6,6,Regional,Channel 1,1,Route 1,Market 4,Local Subchannel 18,1,Street,2016-12-06,1,1,1,1,1,49,0.121,0.121,0.121,0.121,10,2016-12-06,1,1,1,1,0.191,0.121,0.191,0.121,2016-12-06,1,1,47,1,0.343,0.121,0.343,0.121,MIX,41,Outlet 41,2016-12-06,1,1,1,1,1,18,0.121,0.121,0.121,0.121,2016-12-06,1,1,1,1,1,25,0.121,0.121,0.121,0.121,HPC&F,1,2016-12-06,1,0.77,6P,2016-12-06,1,1,2016-12-06,1,1,2016-12-06,1,1,1,1,1,7,0.121,0.121,0.121,0.121,2016-12-06,1,1,2016-12-06,10,1,1,1,14,1,0.121,0.121,0.121,0.121,2016-12-06,10,1,1,1,10,37,0.121,0.121,0.121,0.121,Ice Cream,1,2016-12-06,1,Ice Cream,Market 4,2016-12-06,1,1,2016-12-06,1,1,Province 1,HPC&F2016-12-0641,North,Urban,2016-12-06,10,1,1,1,10,12,0.121,0.121,0.121,0.121,2016-12-06,10,1,1,1,10,29,0.121,0.121,0.121,0.121,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-12-06,1,1,1,1,1,4,0.121,0.121,0.121,0.121,2016-12-06,1,1,1,1,1,1,0.121,0.121,0.121,0.121,Manager 10,10,2016-12-06,6,1,6,1,10,1,0.27,0.121,0.27,0.121,Hypermarket,YES,MT
2016-11-06,Banner 1,1,2016-11-06,1,1,1,1,1,41,0.222,0.222,0.222,0.222,2016-11-06,1,1,1,1,1,45,0.222,0.222,0.222,0.222,2016-11-06,1,1,1,1,1,29,0.222,0.222,0.222,0.222,2016-11-06,1,1,1,1,1,18,0.222,0.222,0.222,0.222,49,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 6,6,Manager 6,6,Global,Channel 1,1,Route 1,Market 5,Local Subchannel 58,1,Market,2016-11-06,1,1,1,1,1,30,0.222,0.222,0.222,0.222,49,2016-11-06,1,1,1,1,0.888,0.222,0.888,0.222,2016-11-06,1,1,49,1,0.301,0.222,0.301,0.222,MIX,42,Outlet 42,2016-11-06,1,1,1,1,1,44,0.222,0.222,0.222,0.222,2016-11-06,1,1,1,1,1,32,0.222,0.222,0.222,0.222,IC,1,2016-11-06,1,0.507,6P,2016-11-06,1,1,2016-11-06,1,1,2016-11-06,1,1,1,1,1,25,0.222,0.222,0.222,0.222,2016-11-06,1,1,2016-11-06,6,1,1,1,92,1,0.222,0.222,0.222,0.222,2016-11-06,6,1,1,1,6,3,0.222,0.222,0.222,0.222,Ice Cream,1,2016-11-06,1,Ice Cream,Market 5,2016-11-06,0,1,2016-11-06,1,1,Province 1,IC2016-11-0642,North,Urban,2016-11-06,6,1,1,1,6,38,0.222,0.222,0.222,0.222,2016-11-06,6,1,1,1,6,35,0.222,0.222,0.222,0.222,IC,Reg 1,Route 1,Territory 1,Area 1,2016-11-06,1,1,1,1,1,25,0.222,0.222,0.222,0.222,2016-11-06,1,1,1,1,1,35,0.222,0.222,0.222,0.222,Manager 6,6,2016-11-06,6,1,6,1,6,1,0.167,0.222,0.167,0.222,Hypermarket,YES,MT
2016-10-06,Banner 1,1,2016-10-06,1,1,1,1,1,26,0.648,0.648,0.648,0.648,2016-10-06,1,1,1,1,1,31,0.648,0.648,0.648,0.648,2016-10-06,1,1,1,1,1,10,0.648,0.648,0.648,0.648,2016-10-06,1,1,1,1,1,48,0.648,0.648,0.648,0.648,57,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 7,7,Manager 7,7,Local,Channel 1,1,Route 1,Market 5,Local Subchannel 3,1,Street,2016-10-06,1,1,1,1,1,31,0.648,0.648,0.648,0.648,57,2016-10-06,0,1,0,1,0.542,0.648,0.542,0.648,2016-10-06,1,1,25,1,0.32,0.648,0.32,0.648,MIX,43,Outlet 43,2016-10-06,1,1,1,1,1,23,0.648,0.648,0.648,0.648,2016-10-06,1,1,1,1,1,8,0.648,0.648,0.648,0.648,IC,1,2016-10-06,1,0,6P,2016-10-06,0,1,2016-10-06,1,1,2016-10-06,1,1,1,1,1,22,0.648,0.648,0.648,0.648,2016-10-06,0,1,2016-10-06,7,1,1,1,33,1,0.648,0.648,0.648,0.648,2016-10-06,7,1,1,1,7,45,0.648,0.648,0.648,0.648,Skin Care,1,2016-10-06,1,Skin Care,Market 5,2016-10-06,1,1,2016-10-06,1,1,Province 1,IC2016-10-0643,North,Urban,2016-10-06,7,1,1,1,7,16,0.648,0.648,0.648,0.648,2016-10-06,7,1,1,1,7,21,0.648,0.648,0.648,0.648,IC,Reg 1,Route 1,Territory 1,Area 1,2016-10-06,1,1,1,1,1,7,0.648,0.648,0.648,0.648,2016-10-06,1,1,1,1,1,16,0.648,0.648,0.648,0.648,Manager 7,7,2016-10-06,7,1,7,1,7,1,0.455,0.648,0.455,0.648,Hypermarket,YES,MT
2016-09-06,Banner 1,1,2016-09-06,1,1,1,1,1,25,0.948,0.948,0.948,0.948,2016-09-06,1,1,1,1,1,16,0.948,0.948,0.948,0.948,2016-09-06,1,1,1,1,1,32,0.948,0.948,0.948,0.948,2016-09-06,1,1,1,1,1,16,0.948,0.948,0.948,0.948,34,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 7,7,Manager 7,7,Others,Channel 1,1,Route 1,Market 5,Local Subchannel 28,1,Market,2016-09-06,1,1,1,1,1,29,0.948,0.948,0.948,0.948,34,2016-09-06,0,1,0,1,0.276,0.948,0.276,0.948,2016-09-06,0,1,4,1,0.899,0.948,0.899,0.948,MIX,44,Outlet 44,2016-09-06,1,1,1,1,1,4,0.948,0.948,0.948,0.948,2016-09-06,1,1,1,1,1,10,0.948,0.948,0.948,0.948,IC,0,2016-09-06,1,0,6P,2016-09-06,1,1,2016-09-06,1,1,2016-09-06,1,1,1,1,1,26,0.948,0.948,0.948,0.948,2016-09-06,0,1,2016-09-06,7,1,1,1,32,1,0.948,0.948,0.948,0.948,2016-09-06,7,1,1,1,7,48,0.948,0.948,0.948,0.948,Hair,0,2016-09-06,1,Hair,Market 5,2016-09-06,0,1,2016-09-06,1,1,Province 1,IC2016-09-0644,North,Urban,2016-09-06,7,1,1,1,7,41,0.948,0.948,0.948,0.948,2016-09-06,7,1,1,1,7,17,0.948,0.948,0.948,0.948,IC,Reg 1,Route 1,Territory 1,Area 1,2016-09-06,1,1,1,1,1,39,0.948,0.948,0.948,0.948,2016-09-06,1,1,1,1,1,32,0.948,0.948,0.948,0.948,Manager 7,7,2016-09-06,7,1,7,1,7,1,0.847,0.948,0.847,0.948,Hypermarket,YES,MT
2016-08-06,Banner 1,1,2016-08-06,0,0,0,0,0,27,0.689,0.689,0.689,0.689,2016-08-06,0,0,0,0,0,2,0.689,0.689,0.689,0.689,2016-08-06,0,0,0,0,0,39,0.689,0.689,0.689,0.689,2016-08-06,0,0,0,0,0,4,0.689,0.689,0.689,0.689,17,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 7,7,Manager 7,7,Regional,Channel 1,1,Route 1,Market 5,Local Subchannel 20,1,Market,2016-08-06,0,0,0,0,0,46,0.689,0.689,0.689,0.689,17,2016-08-06,1,0,1,0,0.991,0.689,0.991,0.689,2016-08-06,1,0,16,0,0.651,0.689,0.651,0.689,MIX,45,Outlet 45,2016-08-06,0,0,0,0,0,3,0.689,0.689,0.689,0.689,2016-08-06,0,0,0,0,0,29,0.689,0.689,0.689,0.689,IC,1,2016-08-06,0,0.75,6P,2016-08-06,1,0,2016-08-06,0,0,2016-08-06,0,0,0,0,0,2,0.689,0.689,0.689,0.689,2016-08-06,0,0,2016-08-06,7,0,0,0,82,0,0.689,0.689,0.689,0.689,2016-08-06,7,0,0,0,7,28,0.689,0.689,0.689,0.689,Ice Cream,1,2016-08-06,0,Ice Cream,Market 5,2016-08-06,1,0,2016-08-06,0,0,Province 1,IC2016-08-0645,North,Urban,2016-08-06,7,0,0,0,7,6,0.689,0.689,0.689,0.689,2016-08-06,7,0,0,0,7,40,0.689,0.689,0.689,0.689,IC,Reg 1,Route 1,Territory 1,Area 1,2016-08-06,0,0,0,0,0,17,0.689,0.689,0.689,0.689,2016-08-06,0,0,0,0,0,48,0.689,0.689,0.689,0.689,Manager 7,7,2016-08-06,7,0,7,0,7,0,0.146,0.689,0.146,0.689,Hypermarket,YES,MT
2016-07-06,Banner 1,1,2016-07-06,1,1,1,1,1,27,0.603,0.603,0.603,0.603,2016-07-06,1,1,1,1,1,1,0.603,0.603,0.603,0.603,2016-07-06,1,1,1,1,1,2,0.603,0.603,0.603,0.603,2016-07-06,1,1,1,1,1,13,0.603,0.603,0.603,0.603,17,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 8,8,Manager 8,8,Global,Channel 1,1,Route 1,Market 5,Local Subchannel 15,1,Market,2016-07-06,1,1,1,1,1,18,0.603,0.603,0.603,0.603,17,2016-07-06,1,1,1,1,0.836,0.603,0.836,0.603,2016-07-06,1,1,0,1,0.981,0.603,0.981,0.603,MIX,46,Outlet 46,2016-07-06,1,1,1,1,1,27,0.603,0.603,0.603,0.603,2016-07-06,1,1,1,1,1,50,0.603,0.603,0.603,0.603,IC,1,2016-07-06,1,0.71,6P,2016-07-06,1,1,2016-07-06,1,1,2016-07-06,1,1,1,1,1,7,0.603,0.603,0.603,0.603,2016-07-06,0,1,2016-07-06,8,1,1,1,52,1,0.603,0.603,0.603,0.603,2016-07-06,8,1,1,1,8,47,0.603,0.603,0.603,0.603,Ice Cream,1,2016-07-06,1,Ice Cream,Market 5,2016-07-06,1,1,2016-07-06,1,1,Province 1,IC2016-07-0646,North,Urban,2016-07-06,8,1,1,1,8,37,0.603,0.603,0.603,0.603,2016-07-06,8,1,1,1,8,29,0.603,0.603,0.603,0.603,IC,Reg 1,Route 1,Territory 1,Area 1,2016-07-06,1,1,1,1,1,21,0.603,0.603,0.603,0.603,2016-07-06,1,1,1,1,1,44,0.603,0.603,0.603,0.603,Manager 8,8,2016-07-06,8,1,8,1,8,1,0.381,0.603,0.381,0.603,Hypermarket,YES,MT
2016-06-06,Banner 1,1,2016-06-06,1,1,1,1,1,31,0.205,0.205,0.205,0.205,2016-06-06,1,1,1,1,1,35,0.205,0.205,0.205,0.205,2016-06-06,1,1,1,1,1,12,0.205,0.205,0.205,0.205,2016-06-06,1,1,1,1,1,28,0.205,0.205,0.205,0.205,33,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 8,8,Manager 8,8,Local,Channel 1,1,Route 1,Market 5,Local Subchannel 27,1,Street,2016-06-06,1,1,1,1,1,45,0.205,0.205,0.205,0.205,33,2016-06-06,1,1,1,1,0.193,0.205,0.193,0.205,2016-06-06,1,1,45,1,0.832,0.205,0.832,0.205,MIX,47,Outlet 47,2016-06-06,1,1,1,1,1,37,0.205,0.205,0.205,0.205,2016-06-06,1,1,1,1,1,27,0.205,0.205,0.205,0.205,HPC&F,1,2016-06-06,1,0.747,6P,2016-06-06,1,1,2016-06-06,1,1,2016-06-06,1,1,1,1,1,39,0.205,0.205,0.205,0.205,2016-06-06,0,1,2016-06-06,8,1,1,1,33,1,0.205,0.205,0.205,0.205,2016-06-06,8,1,1,1,8,42,0.205,0.205,0.205,0.205,Ice Cream,1,2016-06-06,1,Ice Cream,Market 5,2016-06-06,0,1,2016-06-06,1,1,Province 1,HPC&F2016-06-0647,North,Urban,2016-06-06,8,1,1,1,8,28,0.205,0.205,0.205,0.205,2016-06-06,8,1,1,1,8,35,0.205,0.205,0.205,0.205,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-06-06,1,1,1,1,1,12,0.205,0.205,0.205,0.205,2016-06-06,1,1,1,1,1,2,0.205,0.205,0.205,0.205,Manager 8,8,2016-06-06,8,1,8,1,8,1,0.17,0.205,0.17,0.205,Hypermarket,YES,MT
