4P/5P/6P,Banner,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format
6P,Banner 106,Cabinet 2106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,15-01-16,,Outlet 106,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT
6P,Banner 106,Cabinet 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,15-02-16,,Outlet 106,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT
6P,Banner 106,Cabinet 1106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,15-02-16,,Outlet 106,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT
6P,Banner 106,Cabinet 2106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,15-02-16,,Outlet 106,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-03-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-03-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-03-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-04-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-04-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-04-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-05-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-05-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-05-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-06-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-06-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-06-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-07-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-07-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-07-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-08-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-08-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-08-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-09-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-09-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-09-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-10-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-10-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-10-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-11-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-11-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-11-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-12-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-12-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-12-15,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-01-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-01-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-01-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-02-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 1109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-02-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 109,Cabinet 2109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,15-02-16,,Outlet 109,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-03-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-03-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-03-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-04-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-04-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-04-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-05-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-05-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-05-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-06-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-06-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-06-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-07-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-07-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-07-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-08-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-08-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-08-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-09-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-09-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-09-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-10-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-10-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-10-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-11-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-11-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-11-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-12-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-12-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-12-15,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-01-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-01-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-01-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 1112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-02-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-02-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 112,Cabinet 2112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,15-02-16,,Outlet 112,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Mobile / Vending / Kiosks,DT
6P,Banner 115,Cabinet 1115,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 3,15-03-15,,Outlet 115,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hotels / Restaurants,DT
6P,Banner 115,Cabinet 115,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 3,15-03-15,,Outlet 115,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hotels / Restaurants,DT
6P,Banner 115,Cabinet 2115,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 3,15-03-15,,Outlet 115,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hotels / Restaurants,DT
6P,Banner 115,Cabinet 1115,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 115,Global,Key Customer,DTRT 3,15-04-15,,Outlet 115,LSW55,LSW66,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Hotels / Restaurants,DT
