4P/5P/6P,Banner,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,NPD Audited,NPD Compliance,NPD Count,OOS Count,OSA Audited,OSA Compliance,OSA Count,Outlet classification,PS Compliance,PV Audited,PV Compliance,PV Count,Pack Compliance,Price Compliance,Priority Promo Audited,Priority Promo Compliance,Priority Promo Count,Product Compliance,Product category,Product division,Promo Compliance,Province,Region,SOF Audited,SOF Compliance,SOF Count,SP Audited,SP Compliance,SP Count,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,Void Count
5P,Banner 107,3,1,0,3,0,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,10/15/2015,,,LSW77,LSW88,21,1,21,2,21,1,19,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 4,West,3,1,3,21,1,21,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Independent (family grocer),DT,0
5P,Banner 107,3,1,0,3,0,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,11/15/2015,,,LSW77,LSW88,21,0,20,1,21,1,20,MIX,0,0,0,0,0,0,21,0,19,1,,,1,Province 4,West,3,1,3,21,0,20,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Independent (family grocer),DT,0
5P,Banner 107,3,1,0,3,0,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,12/15/2015,,,LSW77,LSW88,21,1,21,3,21,1,18,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 4,West,3,1,3,21,1,21,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Independent (family grocer),DT,0
5P,Banner 107,3,1,0,3,0,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,1/15/2016,,,LSW77,LSW88,21,1,21,0,21,1,20,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 4,West,3,1,3,21,1,21,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Independent (family grocer),DT,1
5P,Banner 107,3,1,0,3,0,Independent (family grocer),City 4,SEAA,Commune 4,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 4,2/15/2016,,,LSW77,LSW88,21,1,21,0,21,1,21,MIX,1,0,0,0,1,1,21,0,20,1,,,1,Province 4,West,3,1,3,21,1,21,Area 4,Reg 4,Route 4,Territory 4,St Area 4,Loc 4,Independent (family grocer),DT,0
4P,Banner 106,3,0,1,2,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,21,0,20,4,21,1,17,MIX,0,0,0,0,0,0,21,0,19,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,21,1,21,1,21,1,20,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,21,1,21,0,21,1,21,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,0,1,2,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,21,0,20,2,21,1,19,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,0,1,2,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,21,0,20,3,21,1,18,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,21,1,21,0,21,1,21,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,21,0,20,2,21,1,19,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,21,1,21,3,21,1,18,MIX,1,0,0,0,1,1,21,0,20,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,21,0,20,1,21,1,20,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,21,1,21,2,21,1,19,MIX,1,0,0,0,1,1,21,0,19,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,21,0,20,3,21,1,18,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 3,East,3,1,3,21,0,20,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
4P,Banner 106,3,1,0,3,0,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,21,1,21,1,21,1,20,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 3,East,3,1,3,21,1,21,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Independent (family grocer),DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,14,1,14,2,14,1,11,MIX,1,0,0,0,1,1,14,0,13,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,1
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,0,1,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,0,13,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,0,3,0,2,1,0,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,14,1,14,0,14,1,14,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,0,1,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,14,0,13,2,14,1,11,MIX,0,0,0,0,0,0,14,0,13,1,,,1,Province 3,East,2,1,2,14,0,13,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,1
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,14,0,12,1,14,1,13,MIX,0,0,0,0,0,0,14,0,13,1,,,1,Province 3,East,2,1,2,14,0,12,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,0,3,1,3,1,0,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,0,2,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,3,0,2,0,3,1,3,MIX,0,3,1,3,0,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,14,0,13,0,14,1,14,MIX,0,0,0,0,0,0,14,1,14,1,,,1,Province 3,East,2,1,2,14,0,13,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,0,1,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,3,1,3,0,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,1
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,14,0,12,1,14,1,12,MIX,0,0,0,0,0,0,14,1,14,1,,,1,Province 3,East,2,1,2,14,0,12,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,1
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,14,1,14,0,14,1,14,MIX,0,0,0,0,1,1,14,0,13,1,,,0,Province 3,East,2,0,1,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,0,2,0,Ice Cream,Beverages & Refreshments,0,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,14,0,13,0,14,1,13,MIX,0,0,0,0,0,0,14,1,14,1,,,1,Province 3,East,2,1,2,14,0,13,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,1
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,3,1,3,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,0,1,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,1,1,0,1,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,3,1,3,1,3,0,2,MIX,0,3,1,3,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,3,1,3,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,0,0,0,0,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 3,East,0,0,0,1,1,1,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
6P,Banner 109,2,1,0,2,0,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,14,1,14,0,14,1,14,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 3,East,2,1,2,14,1,14,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Convenience,DT,0
