4P/5P/6P,Banner,COTC,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,OOS,OSA,OSA Compliance,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Total OOS,Total OSA,Total Void,Trade Format,Void
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,0.666667,0.333333,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,2,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,1,2,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,1,0,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,1,0,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,1,2,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,1,0,1,0,DT,0
6P,Banner 121,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 121,Local,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,SCO Services / Companies / Offices,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,5/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,5/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,1,2,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,6/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,6/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,7/15/2015,,,LSW55,LSW66,1,0,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,1,0,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,7/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,1,2,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,8/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,8/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,9/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,9/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,10/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,10/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,11/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,11/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,12/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,12/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,1,2,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,1/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,1/15/2016,,,LSW55,LSW66,0,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,2,1,DT,0.333333
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,1,0,1,0,DT,0
6P,Banner 124,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 124,Others,Others,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Travel & Leisure,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,7/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,8/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,1,2,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,9/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,10/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,11/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,1,2,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,12/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,1,2,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,1/15/2016,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,1,2,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,1,0,1,0,DT,0
6P,Banner 127,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 127,Global,Key Customer,DTRT 3,2/15/2016,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Institutions education / government,3,0,3,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,1,0,1,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,3/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,3,0,3,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,1,0,1,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,4/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,3,0,3,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,1,0,1,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,5/15/2015,,,LSW55,LSW66,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,3,1,2,0,DT,0
6P,Banner 130,0,0,0,0,0,0,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 130,Regional,Key Customer,DTRT 3,6/15/2015,,,LSW55,LSW66,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,Non-food retail,1,0,1,0,DT,0
